 ID do Estudante; Idade; Gênero; Etnia; Escolaridade dos Pais; Tempo de Estudo Semanal; Faltas; Aulas de Reforço; Apoio dos Pais; Atividades Extracurriculares; Esportes; Música; Voluntariado; Média de Notas;Nota Considerada
3760;17;Feminino;Caucasiano;Graduação;1;24;Não;Alto;Sim;Sim;Sim;Não;3,178683531;B
3761;16;Masculino;Negro;Graduação;6;21;Não;Nenhum;Sim;Sim;Não;Não;2,550549224;C
3762;15;Feminino;Negro;Graduação;15;15;Não;Baixo;Sim;Não;Não;Não;3,591900478;A
3763;17;Feminino;Negro;Ensino Superior Incompleto;4;22;Não;Alto;Sim;Sim;Não;Não;2,35563422;D
3764;15;Masculino;Outro;Ensino Superior Incompleto;15;10;Não;Moderado;Não;Não;Não;Não;4;A
3765;15;Feminino;Asiático;Graduação;18;21;Sim;Moderado;Sim;Não;Não;Não;2,739569306;C
3766;18;Feminino;Caucasiano;Ensino Médio;1;26;Não;Alto;Sim;Não;Não;Sim;2,454492542;D
3767;16;Masculino;Caucasiano;Ensino Médio;14;23;Não;Alto;Não;Não;Não;Sim;3,972723093;A
3768;17;Masculino;Caucasiano;Graduação;3;21;Não;Alto;Sim;Sim;Não;Não;3,829719188;A
3769;15;Feminino;Caucasiano;Ensino Médio;1;6;Não;Muito Alto;Sim;Sim;Não;Não;3,713117226;A
3770;15;Masculino;Caucasiano;Nenhum;9;23;Não;Baixo;Sim;Sim;Sim;Sim;2,304531281;D
3771;17;Masculino;Caucasiano;Nenhum;4;14;Sim;Baixo;Sim;Não;Não;Sim;3,172147082;B
3772;15;Masculino;Caucasiano;Graduação;17;16;Não;Alto;Não;Sim;Sim;Não;3,791025848;A
3773;18;Masculino;Outro;Ensino Superior Incompleto;3;14;Não;Moderado;Sim;Sim;Não;Sim;3,911529918;A
3774;18;Feminino;Caucasiano;Graduação;0;9;Não;Moderado;Sim;Não;Sim;Sim;3,66037342;A
3775;18;Masculino;Outro;Ensino Superior Incompleto;17;27;Sim;Alto;Não;Não;Sim;Não;2,538022939;C
3776;18;Masculino;Caucasiano;Ensino Superior Incompleto;19;3;Sim;Moderado;Sim;Não;Não;Não;3,650186389;A
3777;15;Masculino;Negro;Ensino Superior Incompleto;5;21;Sim;Baixo;Sim;Sim;Não;Sim;3,55384784;A
3778;17;Masculino;Asiático;Graduação;19;16;Não;Alto;Não;Sim;Não;Não;4;A
3779;17;Feminino;Caucasiano;Ensino Superior Incompleto;19;3;Sim;Muito Alto;Sim;Sim;Não;Não;3,99934441;A
3780;17;Masculino;Caucasiano;Pós-graduação;13;21;Não;Nenhum;Não;Não;Sim;Sim;3,401457634;B
3781;17;Feminino;Caucasiano;Pós-graduação;9;22;Não;Alto;Sim;Não;Não;Não;2,755603691;C
3782;16;Feminino;Caucasiano;Graduação;17;28;Sim;Moderado;Não;Sim;Não;Não;2,392193608;D
3783;17;Masculino;Outro;Pós-graduação;8;21;Sim;Moderado;Não;Não;Não;Não;3,728960834;A
3784;16;Feminino;Asiático;Ensino Superior Incompleto;11;10;Sim;Baixo;Não;Não;Não;Não;3,92769917;A
3785;16;Masculino;Caucasiano;Ensino Superior Incompleto;9;3;Não;Baixo;Sim;Não;Não;Não;2,616606504;C
3786;18;Feminino;Caucasiano;Graduação;20;11;Não;Alto;Sim;Sim;Não;Não;3,310924317;B
3787;16;Feminino;Caucasiano;Graduação;18;28;Sim;Moderado;Sim;Não;Sim;Não;4;A
3788;15;Masculino;Caucasiano;Pós-graduação;5;22;Não;Muito Alto;Sim;Não;Sim;Não;3,341522585;B
3789;16;Masculino;Negro;Graduação;13;9;Não;Baixo;Não;Sim;Não;Não;4;A
3790;18;Feminino;Caucasiano;Pós-graduação;7;13;Sim;Muito Alto;Não;Não;Sim;Não;3,237250503;B
3791;16;Masculino;Negro;Ensino Médio;13;17;Não;Moderado;Sim;Sim;Não;Sim;3,426493346;B
3792;15;Masculino;Caucasiano;Graduação;10;5;Sim;Baixo;Sim;Não;Não;Sim;3,839763289;A
3793;15;Masculino;Caucasiano;Graduação;15;4;Sim;Baixo;Não;Sim;Não;Sim;4;A
3794;15;Masculino;Negro;Graduação;19;1;Não;Alto;Sim;Sim;Sim;Não;3,947812813;A
3795;18;Feminino;Caucasiano;Ensino Médio;5;24;Não;Muito Alto;Não;Sim;Não;Não;3,274525587;B
3796;18;Masculino;Outro;Graduação;14;12;Não;Alto;Não;Sim;Não;Não;4;A
3797;17;Masculino;Asiático;Pós-graduação;14;22;Sim;Alto;Não;Não;Não;Não;4;A
3798;18;Feminino;Caucasiano;Ensino Médio;13;13;Não;Baixo;Não;Não;Não;Não;3,358482305;B
3799;15;Masculino;Caucasiano;Graduação;20;2;Não;Baixo;Sim;Não;Não;Sim;4;A
3800;15;Masculino;Asiático;Ensino Superior Incompleto;11;30;Não;Nenhum;Não;Não;Não;Não;2;D
3801;18;Feminino;Outro;Pós-graduação;1;22;Não;Baixo;Não;Sim;Não;Não;2,485450122;D
3802;16;Masculino;Asiático;Ensino Superior Incompleto;7;10;Não;Alto;Sim;Não;Não;Sim;3,803866866;A
3803;18;Feminino;Caucasiano;Ensino Médio;18;26;Sim;Muito Alto;Sim;Não;Não;Não;4;A
3804;18;Feminino;Outro;Ensino Superior Incompleto;13;21;Sim;Baixo;Sim;Não;Não;Não;2,52039917;C
3805;15;Masculino;Caucasiano;Graduação;4;22;Não;Alto;Sim;Sim;Não;Sim;3,827770603;A
3806;17;Feminino;Asiático;Nenhum;8;3;Não;Baixo;Sim;Não;Não;Sim;2,928144772;C
3807;15;Masculino;Outro;Graduação;12;12;Não;Baixo;Sim;Sim;Não;Não;2,741731848;C
3808;17;Masculino;Caucasiano;Pós-graduação;8;28;Não;Baixo;Sim;Não;Sim;Não;2;D
3809;15;Feminino;Outro;Pós-graduação;13;25;Não;Nenhum;Sim;Sim;Não;Não;3,93027288;A
3810;18;Feminino;Caucasiano;Nenhum;4;28;Sim;Baixo;Sim;Sim;Não;Não;2,732037025;C
3811;15;Masculino;Outro;Pós-graduação;1;7;Não;Moderado;Sim;Não;Não;Não;2,631199957;C
3812;15;Feminino;Caucasiano;Graduação;6;7;Não;Moderado;Sim;Sim;Sim;Não;2,975068377;C
3813;15;Feminino;Outro;Ensino Médio;15;22;Não;Moderado;Não;Sim;Sim;Não;4;A
3814;18;Feminino;Caucasiano;Nenhum;10;12;Sim;Moderado;Sim;Sim;Não;Não;4;A
3815;18;Feminino;Asiático;Ensino Médio;10;22;Não;Moderado;Sim;Não;Não;Não;2,789967164;C
3816;18;Masculino;Negro;Graduação;11;9;Não;Muito Alto;Sim;Não;Sim;Sim;2,857170908;C
3817;18;Masculino;Caucasiano;Nenhum;12;12;Não;Muito Alto;Não;Sim;Não;Sim;4;A
3818;17;Feminino;Caucasiano;Ensino Médio;7;12;Não;Muito Alto;Não;Sim;Sim;Não;4;A
3819;17;Masculino;Asiático;Graduação;15;23;Não;Alto;Não;Não;Não;Sim;4;A
3820;16;Feminino;Caucasiano;Ensino Superior Incompleto;20;16;Não;Alto;Não;Sim;Não;Sim;4;A
3821;18;Masculino;Negro;Graduação;0;5;Não;Baixo;Sim;Sim;Não;Não;3,151804062;B
3822;17;Masculino;Caucasiano;Graduação;12;1;Sim;Alto;Não;Não;Não;Não;4;A
3823;15;Masculino;Outro;Nenhum;10;16;Sim;Baixo;Sim;Não;Sim;Não;4;A
3824;18;Feminino;Caucasiano;Pós-graduação;3;11;Não;Baixo;Sim;Não;Não;Não;3,749806471;A
3825;16;Masculino;Caucasiano;Ensino Médio;3;25;Sim;Nenhum;Não;Sim;Não;Sim;2,674352305;C
3826;16;Feminino;Caucasiano;Ensino Superior Incompleto;14;22;Não;Moderado;Sim;Não;Não;Não;3,78306204;A
3827;16;Masculino;Caucasiano;Graduação;2;5;Sim;Moderado;Não;Não;Sim;Não;3,692605907;A
3828;15;Masculino;Caucasiano;Ensino Médio;18;4;Não;Muito Alto;Sim;Sim;Não;Não;4;A
3829;17;Masculino;Caucasiano;Pós-graduação;20;30;Não;Baixo;Sim;Não;Não;Não;2,707699485;C
3830;15;Feminino;Asiático;Ensino Superior Incompleto;1;4;Não;Muito Alto;Não;Não;Não;Sim;2,334356216;D
3831;18;Masculino;Asiático;Nenhum;5;24;Não;Moderado;Não;Não;Sim;Não;2,749799191;C
3832;16;Masculino;Negro;Pós-graduação;7;8;Não;Alto;Não;Não;Não;Sim;3,941101713;A
3833;15;Masculino;Caucasiano;Ensino Superior Incompleto;16;27;Não;Alto;Sim;Não;Não;Não;2,590244845;C
3834;15;Masculino;Negro;Graduação;4;27;Não;Alto;Sim;Não;Não;Sim;2,80557447;C
3835;17;Feminino;Caucasiano;Ensino Superior Incompleto;1;21;Sim;Moderado;Sim;Sim;Não;Sim;2,398817968;D
3836;17;Feminino;Asiático;Graduação;11;28;Não;Alto;Sim;Não;Não;Sim;3,736480475;A
3837;16;Masculino;Caucasiano;Nenhum;4;30;Sim;Moderado;Sim;Sim;Sim;Não;2;D
3838;15;Feminino;Caucasiano;Ensino Médio;9;2;Sim;Moderado;Sim;Sim;Sim;Sim;4;A
3839;15;Feminino;Caucasiano;Ensino Superior Incompleto;8;22;Não;Alto;Sim;Não;Sim;Não;3,311534407;B
3840;17;Masculino;Asiático;Nenhum;19;19;Não;Moderado;Não;Não;Não;Não;4;A
3841;15;Feminino;Caucasiano;Graduação;7;4;Não;Moderado;Sim;Não;Não;Não;4;A
3842;15;Feminino;Negro;Ensino Superior Incompleto;0;6;Sim;Nenhum;Não;Não;Não;Sim;3,537754763;A
3843;15;Masculino;Caucasiano;Ensino Médio;5;30;Não;Muito Alto;Não;Sim;Não;Não;2,810220309;C
3844;17;Masculino;Asiático;Nenhum;10;11;Sim;Alto;Sim;Sim;Sim;Sim;2,905117989;C
3845;16;Feminino;Outro;Graduação;2;6;Sim;Baixo;Sim;Sim;Sim;Não;2,620847754;C
3846;18;Feminino;Caucasiano;Graduação;14;30;Sim;Moderado;Não;Sim;Sim;Não;2,935503737;C
3847;16;Masculino;Caucasiano;Ensino Superior Incompleto;10;9;Não;Moderado;Não;Não;Não;Não;3,888042832;A
3848;18;Masculino;Outro;Ensino Superior Incompleto;4;7;Não;Moderado;Sim;Não;Não;Não;3,329708473;B
3849;15;Masculino;Negro;Ensino Médio;15;16;Sim;Alto;Não;Não;Não;Não;3,546604198;A
3850;16;Feminino;Caucasiano;Graduação;20;4;Sim;Alto;Não;Não;Sim;Não;4;A
3851;18;Feminino;Negro;Nenhum;6;14;Não;Alto;Não;Não;Não;Não;3,662973137;A
3852;17;Feminino;Negro;Ensino Superior Incompleto;5;27;Não;Muito Alto;Sim;Não;Não;Sim;2;D
3853;17;Masculino;Caucasiano;Graduação;8;8;Não;Alto;Sim;Não;Não;Não;3,395261874;B
3854;16;Feminino;Asiático;Pós-graduação;6;30;Não;Alto;Não;Não;Sim;Não;2,845406312;C
3855;16;Feminino;Caucasiano;Ensino Superior Incompleto;2;22;Sim;Alto;Sim;Não;Não;Não;3,067426723;B
3856;15;Masculino;Caucasiano;Graduação;10;10;Não;Alto;Sim;Não;Não;Não;3,787374209;A
3857;16;Masculino;Asiático;Ensino Superior Incompleto;11;27;Não;Muito Alto;Sim;Não;Sim;Sim;2,296898791;D
3858;15;Feminino;Caucasiano;Pós-graduação;20;12;Não;Alto;Sim;Não;Não;Sim;4;A
3859;15;Feminino;Caucasiano;Ensino Superior Incompleto;10;17;Sim;Baixo;Não;Não;Não;Não;3,291098805;B
3860;17;Feminino;Negro;Ensino Médio;1;16;Não;Muito Alto;Sim;Não;Não;Não;3,729707704;A
3861;17;Feminino;Asiático;Pós-graduação;0;23;Não;Alto;Sim;Não;Não;Não;3,180154177;B
3862;18;Masculino;Asiático;Nenhum;1;8;Não;Baixo;Sim;Não;Não;Não;2,022453334;D
3863;17;Feminino;Outro;Ensino Médio;13;9;Não;Alto;Sim;Não;Não;Não;3,841830728;A
3864;17;Feminino;Asiático;Nenhum;12;4;Não;Moderado;Sim;Sim;Não;Não;4;A
3865;16;Feminino;Caucasiano;Graduação;4;29;Não;Muito Alto;Sim;Não;Não;Não;2,940286457;C
3866;17;Feminino;Caucasiano;Nenhum;1;10;Não;Muito Alto;Sim;Sim;Não;Sim;3,552738435;A
3867;18;Feminino;Asiático;Pós-graduação;18;21;Não;Moderado;Não;Não;Não;Sim;2,70331197;C
3868;16;Masculino;Caucasiano;Ensino Superior Incompleto;16;14;Sim;Muito Alto;Sim;Não;Sim;Não;3,268483743;B
3869;18;Feminino;Negro;Nenhum;10;1;Não;Alto;Não;Sim;Sim;Não;3,935474469;A
3870;17;Masculino;Negro;Ensino Superior Incompleto;15;26;Não;Alto;Não;Sim;Não;Sim;3,871371161;A
3871;18;Masculino;Caucasiano;Ensino Médio;19;20;Não;Moderado;Sim;Não;Sim;Não;2,651977876;C
3872;16;Masculino;Outro;Graduação;17;27;Não;Baixo;Sim;Não;Não;Sim;3,06248048;B
3873;15;Masculino;Negro;Graduação;19;19;Não;Moderado;Sim;Sim;Sim;Não;4;A
3874;18;Feminino;Caucasiano;Ensino Superior Incompleto;7;23;Sim;Baixo;Sim;Não;Não;Não;3,441491527;B
3875;18;Feminino;Outro;Nenhum;1;23;Não;Moderado;Não;Não;Não;Não;2,460373007;D
3876;16;Feminino;Caucasiano;Graduação;16;13;Sim;Muito Alto;Sim;Sim;Sim;Sim;3,156080855;B
3877;16;Feminino;Caucasiano;Graduação;10;4;Não;Muito Alto;Sim;Não;Não;Sim;3,548365138;A
3878;18;Masculino;Negro;Graduação;13;26;Não;Baixo;Não;Não;Não;Não;2,278857533;D
3879;17;Feminino;Asiático;Graduação;15;23;Sim;Baixo;Não;Não;Não;Não;4;A
3880;18;Masculino;Asiático;Ensino Médio;14;5;Não;Muito Alto;Sim;Não;Sim;Não;4;A
3881;16;Masculino;Asiático;Pós-graduação;14;25;Não;Moderado;Sim;Sim;Não;Não;3,911395036;A
3882;15;Feminino;Asiático;Ensino Médio;2;21;Sim;Muito Alto;Sim;Não;Não;Sim;3,814929047;A
3883;15;Masculino;Caucasiano;Nenhum;6;28;Não;Alto;Sim;Não;Não;Não;3,02377967;B
3884;17;Masculino;Asiático;Graduação;11;14;Não;Alto;Sim;Não;Sim;Sim;2,493196753;D
3885;18;Feminino;Asiático;Pós-graduação;2;28;Não;Baixo;Sim;Não;Não;Sim;2,522144137;C
3886;15;Feminino;Caucasiano;Graduação;18;3;Sim;Nenhum;Sim;Sim;Não;Não;4;A
3887;18;Masculino;Caucasiano;Ensino Médio;9;9;Não;Moderado;Não;Não;Não;Sim;3,008979439;B
3888;16;Feminino;Outro;Ensino Médio;7;27;Não;Baixo;Não;Não;Não;Não;3,495503048;B
3889;15;Feminino;Asiático;Ensino Superior Incompleto;15;26;Sim;Alto;Sim;Não;Não;Não;4;A
3890;17;Feminino;Asiático;Pós-graduação;15;18;Não;Moderado;Sim;Não;Sim;Não;3,558525801;A
3891;16;Masculino;Asiático;Ensino Médio;11;8;Não;Moderado;Sim;Sim;Não;Sim;3,622482224;A
3892;17;Feminino;Negro;Graduação;4;20;Sim;Muito Alto;Não;Não;Não;Não;3,41037863;B
3893;16;Feminino;Negro;Ensino Médio;19;25;Não;Moderado;Sim;Sim;Não;Sim;3,582677596;A
3894;15;Feminino;Negro;Graduação;5;9;Não;Moderado;Não;Não;Sim;Sim;2,500911898;C
3895;17;Feminino;Caucasiano;Pós-graduação;5;3;Não;Muito Alto;Não;Sim;Não;Não;3,102217754;B
3896;17;Masculino;Asiático;Ensino Superior Incompleto;7;21;Sim;Moderado;Não;Sim;Não;Não;2,423577562;D
3897;16;Masculino;Negro;Ensino Superior Incompleto;16;29;Não;Nenhum;Sim;Não;Não;Não;2,124250865;D
3898;17;Masculino;Negro;Graduação;11;3;Sim;Moderado;Sim;Não;Não;Sim;3,090778289;B
3899;16;Masculino;Negro;Ensino Superior Incompleto;13;30;Não;Alto;Sim;Não;Sim;Não;4;A
3900;16;Feminino;Caucasiano;Graduação;1;5;Não;Moderado;Não;Não;Sim;Não;3,20996055;B
3901;16;Masculino;Caucasiano;Graduação;18;25;Não;Moderado;Sim;Não;Não;Sim;2,651806872;C
3902;16;Feminino;Caucasiano;Ensino Médio;5;7;Não;Baixo;Sim;Sim;Sim;Não;3,616190501;A
3903;15;Feminino;Caucasiano;Graduação;17;15;Não;Moderado;Não;Não;Não;Não;3,553575823;A
3904;16;Masculino;Caucasiano;Ensino Médio;3;7;Sim;Baixo;Sim;Sim;Não;Não;2,639342398;C
3905;18;Masculino;Outro;Pós-graduação;4;27;Não;Alto;Sim;Não;Sim;Sim;3,627140743;A
3906;17;Feminino;Caucasiano;Ensino Médio;5;15;Não;Alto;Não;Não;Não;Não;2,549086316;C
3907;18;Feminino;Caucasiano;Graduação;14;5;Sim;Alto;Não;Sim;Não;Não;3,145179551;B
3908;15;Masculino;Negro;Ensino Médio;5;16;Não;Baixo;Sim;Sim;Sim;Não;2,331545557;D
3909;18;Masculino;Negro;Ensino Médio;7;28;Sim;Baixo;Não;Não;Não;Não;3,533856664;A
3910;17;Feminino;Caucasiano;Ensino Médio;8;0;Não;Alto;Não;Não;Sim;Não;4;A
3911;18;Feminino;Asiático;Graduação;20;29;Não;Alto;Sim;Sim;Não;Sim;4;A
3912;15;Masculino;Asiático;Ensino Superior Incompleto;5;18;Sim;Muito Alto;Sim;Sim;Não;Não;4;A
3913;16;Feminino;Caucasiano;Pós-graduação;1;17;Sim;Moderado;Sim;Sim;Não;Sim;2,044997345;D
3914;18;Masculino;Caucasiano;Ensino Médio;15;16;Não;Moderado;Sim;Não;Não;Sim;3,942664172;A
3915;15;Masculino;Outro;Graduação;19;16;Não;Alto;Sim;Sim;Sim;Sim;4;A
3916;15;Masculino;Asiático;Graduação;0;27;Não;Muito Alto;Não;Não;Não;Não;3,575816758;A
3917;17;Masculino;Negro;Ensino Médio;15;11;Não;Muito Alto;Não;Não;Não;Sim;4;A
3918;17;Masculino;Caucasiano;Ensino Superior Incompleto;0;11;Sim;Muito Alto;Sim;Não;Não;Não;3,804062823;A
3919;18;Feminino;Caucasiano;Ensino Superior Incompleto;0;5;Não;Muito Alto;Sim;Não;Sim;Não;3,729972958;A
3920;16;Masculino;Negro;Ensino Superior Incompleto;6;6;Sim;Alto;Sim;Sim;Sim;Não;3,811163576;A
3921;15;Masculino;Caucasiano;Ensino Médio;15;30;Não;Nenhum;Sim;Não;Não;Não;3,00604684;B
3922;18;Masculino;Caucasiano;Graduação;16;7;Não;Alto;Não;Não;Sim;Não;4;A
3923;15;Feminino;Negro;Ensino Médio;15;2;Sim;Baixo;Sim;Sim;Não;Sim;4;A
3924;15;Masculino;Caucasiano;Graduação;15;16;Não;Nenhum;Não;Sim;Não;Não;3,145700328;B
3925;16;Masculino;Asiático;Pós-graduação;5;20;Sim;Alto;Não;Não;Não;Não;2,61830775;C
3926;16;Feminino;Asiático;Ensino Superior Incompleto;17;7;Não;Alto;Sim;Não;Não;Não;4;A
3927;18;Feminino;Caucasiano;Graduação;2;27;Não;Alto;Sim;Não;Não;Não;3,132229178;B
3928;16;Masculino;Asiático;Nenhum;7;26;Não;Moderado;Não;Não;Sim;Sim;2,571895439;C
3929;16;Feminino;Caucasiano;Pós-graduação;3;29;Sim;Moderado;Sim;Sim;Sim;Não;2,7044619;C
3930;18;Feminino;Asiático;Ensino Médio;3;10;Não;Muito Alto;Sim;Não;Não;Não;2,89741182;C
3931;16;Feminino;Caucasiano;Graduação;16;19;Não;Alto;Não;Sim;Sim;Não;3,385408737;B
3932;17;Masculino;Caucasiano;Pós-graduação;4;17;Não;Moderado;Sim;Não;Não;Não;3,854590798;A
3933;15;Feminino;Negro;Ensino Superior Incompleto;13;15;Não;Alto;Sim;Sim;Não;Não;2,979716738;C
3934;15;Masculino;Caucasiano;Graduação;14;24;Não;Muito Alto;Não;Não;Não;Não;4;A
3935;15;Feminino;Outro;Ensino Superior Incompleto;11;27;Não;Moderado;Sim;Não;Não;Sim;2,421079767;D
3936;15;Feminino;Caucasiano;Nenhum;12;12;Não;Baixo;Não;Sim;Não;Sim;2,978471964;C
3937;18;Masculino;Caucasiano;Graduação;17;8;Não;Moderado;Não;Não;Não;Não;2,984329965;C
3938;15;Feminino;Negro;Nenhum;13;18;Sim;Moderado;Não;Sim;Não;Não;3,914190978;A
3939;15;Masculino;Caucasiano;Graduação;18;6;Sim;Moderado;Sim;Não;Sim;Não;3,105268972;B
3940;15;Feminino;Caucasiano;Nenhum;6;28;Não;Moderado;Não;Sim;Não;Não;3,235681806;B
3941;15;Masculino;Negro;Pós-graduação;5;16;Não;Moderado;Sim;Sim;Não;Não;3,17426656;B
3942;17;Masculino;Asiático;Ensino Médio;4;7;Não;Baixo;Sim;Sim;Não;Não;3,637534255;A
3943;15;Masculino;Asiático;Ensino Superior Incompleto;3;7;Não;Baixo;Não;Não;Não;Não;3,606240928;A
3944;17;Feminino;Outro;Ensino Superior Incompleto;17;28;Sim;Muito Alto;Sim;Não;Não;Sim;2,808764495;C
3945;18;Masculino;Caucasiano;Ensino Superior Incompleto;13;2;Não;Alto;Sim;Sim;Não;Não;2,982782707;C
3946;16;Masculino;Asiático;Ensino Médio;15;15;Não;Moderado;Não;Sim;Sim;Não;2,837532964;C
3947;15;Masculino;Caucasiano;Ensino Superior Incompleto;19;11;Sim;Moderado;Não;Não;Não;Não;3,688135093;A
3948;16;Feminino;Negro;Ensino Médio;13;14;Não;Moderado;Sim;Sim;Não;Não;2,626632884;C
3949;16;Feminino;Caucasiano;Ensino Superior Incompleto;4;20;Não;Alto;Não;Não;Não;Sim;2,813479142;C
3950;18;Masculino;Outro;Ensino Superior Incompleto;10;3;Não;Alto;Sim;Sim;Não;Não;3,330178746;B
3951;16;Masculino;Asiático;Ensino Superior Incompleto;11;22;Não;Muito Alto;Não;Sim;Sim;Não;3,017669952;B
3952;17;Masculino;Outro;Ensino Médio;17;26;Não;Alto;Sim;Sim;Sim;Não;4;A
3953;16;Masculino;Asiático;Pós-graduação;3;6;Não;Muito Alto;Sim;Sim;Não;Não;3,868541444;A
3954;16;Masculino;Outro;Ensino Superior Incompleto;12;10;Não;Nenhum;Sim;Não;Não;Não;3,666319975;A
3955;16;Feminino;Asiático;Ensino Médio;19;23;Sim;Muito Alto;Não;Sim;Sim;Não;4;A
3956;15;Masculino;Caucasiano;Ensino Superior Incompleto;12;4;Não;Alto;Não;Não;Não;Não;3,890761982;A
3957;15;Masculino;Caucasiano;Pós-graduação;3;12;Não;Baixo;Não;Não;Não;Sim;2,915960871;C
3958;17;Masculino;Caucasiano;Nenhum;6;10;Não;Moderado;Sim;Sim;Sim;Não;4;A
3959;17;Feminino;Caucasiano;Graduação;1;4;Não;Moderado;Não;Não;Sim;Não;2,280003855;D
3960;15;Feminino;Negro;Ensino Superior Incompleto;20;7;Não;Baixo;Não;Sim;Não;Não;3,467040021;B
3961;17;Feminino;Negro;Ensino Médio;17;20;Não;Alto;Não;Não;Não;Sim;2,758254275;C
3962;15;Masculino;Negro;Graduação;20;28;Não;Alto;Sim;Não;Não;Sim;2,532105706;C
3963;18;Masculino;Outro;Ensino Superior Incompleto;5;29;Não;Moderado;Sim;Não;Não;Não;2;D
3964;16;Masculino;Outro;Ensino Médio;15;28;Não;Nenhum;Sim;Não;Sim;Sim;2,008019562;D
3965;16;Masculino;Caucasiano;Graduação;2;16;Sim;Muito Alto;Sim;Não;Não;Sim;3,533475052;A
3966;17;Feminino;Caucasiano;Graduação;14;10;Não;Moderado;Não;Não;Não;Sim;2,822809882;C
3967;15;Feminino;Caucasiano;Pós-graduação;20;18;Sim;Nenhum;Sim;Não;Não;Sim;3,014818165;B
3968;15;Feminino;Caucasiano;Graduação;19;17;Não;Moderado;Sim;Sim;Não;Não;3,527968134;A
3969;17;Feminino;Asiático;Graduação;9;27;Não;Muito Alto;Sim;Não;Não;Sim;2,628500509;C
3970;15;Masculino;Negro;Graduação;8;9;Não;Alto;Não;Sim;Não;Sim;4;A
3971;18;Feminino;Negro;Nenhum;10;4;Sim;Moderado;Sim;Não;Sim;Não;3,976908174;A
3972;16;Masculino;Asiático;Graduação;13;28;Sim;Moderado;Não;Sim;Sim;Sim;2,776617209;C
3973;17;Masculino;Asiático;Graduação;11;23;Sim;Moderado;Não;Sim;Sim;Não;2,795565897;C
3974;17;Feminino;Caucasiano;Nenhum;6;30;Sim;Nenhum;Não;Não;Não;Sim;2,867387444;C
3975;15;Masculino;Asiático;Ensino Superior Incompleto;10;24;Não;Alto;Não;Não;Sim;Não;2,421339937;D
3976;17;Masculino;Caucasiano;Nenhum;16;24;Sim;Nenhum;Não;Sim;Não;Não;2,741091383;C
3977;18;Masculino;Caucasiano;Graduação;8;0;Sim;Moderado;Não;Sim;Sim;Sim;3,40686751;B
3978;15;Feminino;Caucasiano;Ensino Superior Incompleto;12;16;Não;Alto;Não;Sim;Não;Não;3,329291386;B
3979;15;Feminino;Caucasiano;Pós-graduação;15;16;Sim;Nenhum;Não;Não;Sim;Não;2,751063645;C
3980;15;Masculino;Caucasiano;Ensino Médio;2;0;Não;Muito Alto;Não;Não;Não;Não;2,814466;C
3981;15;Feminino;Caucasiano;Graduação;4;24;Sim;Moderado;Não;Não;Sim;Sim;3,759920165;A
3982;18;Masculino;Negro;Ensino Médio;16;0;Sim;Nenhum;Não;Não;Não;Não;4;A
3983;15;Masculino;Asiático;Graduação;0;22;Sim;Muito Alto;Sim;Não;Não;Sim;2,937236453;C
3984;17;Feminino;Caucasiano;Graduação;20;21;Sim;Baixo;Sim;Não;Não;Sim;4;A
3985;18;Feminino;Caucasiano;Graduação;8;8;Não;Nenhum;Sim;Sim;Não;Não;3,558007551;A
3986;16;Feminino;Asiático;Graduação;16;26;Não;Moderado;Sim;Sim;Não;Não;2,420228654;D
3987;16;Masculino;Caucasiano;Pós-graduação;12;24;Não;Baixo;Sim;Não;Não;Não;3,065794881;B
3988;17;Feminino;Outro;Nenhum;14;3;Não;Muito Alto;Não;Não;Não;Não;3,377838829;B
3989;17;Feminino;Negro;Ensino Médio;20;8;Não;Nenhum;Sim;Não;Não;Não;3,978116629;A
3990;18;Feminino;Caucasiano;Graduação;7;13;Não;Nenhum;Sim;Sim;Sim;Não;2,133582954;D
3991;16;Masculino;Caucasiano;Ensino Superior Incompleto;7;14;Não;Muito Alto;Sim;Sim;Sim;Sim;2,705817507;C
3992;16;Feminino;Caucasiano;Ensino Médio;1;15;Sim;Baixo;Não;Não;Não;Sim;3,363435701;B
3993;16;Feminino;Caucasiano;Ensino Superior Incompleto;9;15;Sim;Muito Alto;Sim;Não;Não;Não;4;A
3994;16;Masculino;Caucasiano;Ensino Superior Incompleto;4;12;Não;Moderado;Não;Não;Não;Não;3,854921215;A
3995;16;Masculino;Negro;Ensino Superior Incompleto;15;13;Não;Nenhum;Sim;Não;Não;Não;4;A
3996;15;Masculino;Caucasiano;Graduação;18;21;Não;Nenhum;Não;Não;Não;Sim;4;A
3997;17;Feminino;Negro;Ensino Superior Incompleto;0;20;Não;Moderado;Sim;Não;Sim;Não;2;D
3998;15;Feminino;Negro;Nenhum;12;8;Não;Moderado;Não;Não;Sim;Não;3,87897729;A
3999;16;Feminino;Caucasiano;Nenhum;3;30;Sim;Nenhum;Sim;Sim;Sim;Não;2,802107505;C
4000;18;Feminino;Caucasiano;Pós-graduação;6;22;Não;Alto;Não;Não;Não;Não;2,476390071;D
4001;18;Feminino;Caucasiano;Pós-graduação;0;8;Sim;Moderado;Sim;Não;Não;Não;4;A
4002;16;Masculino;Caucasiano;Graduação;1;20;Não;Moderado;Sim;Sim;Sim;Não;2,271657081;D
4003;16;Masculino;Asiático;Ensino Superior Incompleto;15;3;Não;Moderado;Sim;Sim;Não;Não;4;A
